-1.6424,0.26064,3.0165,1.2497,-0.81571,1.0419,-0.41437,0.33982,1.0029
-0.49759,-0.73833,1.5419,0.60758,0.27768,-0.086494,0.072416,-0.65318,1.0144
0.6257,0.27699,0.75618,1.3205,-0.91167,-0.25766,0.96967,0.5394,-0.75805
0.01022,-0.38592,-1.1566,-0.19783,-0.27688,-0.55675,-0.12177,0.40481,0.21133
-0.37976,0.91622,2.3247,1.6242,0.45322,0.7308,0.81523,-0.14519,-0.85651
0.79179,-0.63499,-1.7227,-1.4978,0.71267,0.256,-0.14811,0.07866,0.7295
-0.82532,0.72466,0.0267,0.30008,-0.98285,-0.022917,0.25347,-0.54993,0.37623
0.47334,-0.89305,-1.4213,0.68541,0.923,0.53536,-0.92986,0.49041,-0.19567
1.416,-0.54107,-1.8201,-0.89092,-0.85033,0.18034,-0.26369,0.91023,0.10732
0.86653,-0.0068025,0.43466,0.67947,-0.034406,-0.86003,-0.66513,0.1917,-0.55436
-0.59239,0.87369,0.44296,0.497,-0.97225,-0.3561,0.44807,-0.22589,0.86633
0.14994,0.76475,-2.6197,-1.3562,0.6402,0.89383,-0.54597,0.22747,1.0199
-0.2951,0.30282,-1.913,-1.4609,-0.66411,0.4867,0.47357,0.97076,0.41767
-0.31068,1.0617,-0.79851,-0.6531,-1.0267,0.33,-0.6862,0.2971,0.9257
-0.42796,-0.24231,1.4642,-0.34672,0.10546,-0.45868,-0.75516,-0.67693,-0.46454
0.46266,0.094375,0.37356,-0.32174,-0.41655,0.30488,0.25645,0.12927,0.28109
-1.2837,0.34525,0.69406,0.24414,0.56066,-0.43436,-0.29261,-0.3287,0.41576
0.97357,0.79727,-0.6896,0.33971,0.64546,-0.78771,0.34379,-0.56911,-0.87878
-1.3003,0.37383,2.2312,1.8033,-0.42255,0.69648,0.34163,0.20271,-0.5012
0.88547,0.47327,0.93665,-0.50038,0.24743,0.00609,0.51093,0.68394,0.42389
-1.3822,0.028921,1.1414,0.96578,-0.73689,1.0525,-0.26931,0.53339,-0.38084
0.45786,-0.18597,-1.2331,-1.3999,-0.47342,-0.12985,-0.35848,-0.06516,0.35858
-0.57097,-0.58702,0.57027,0.59026,0.074756,0.032147,-0.50035,0.23557,-0.87297
0.24624,0.10931,0.72171,0.8375,-0.93572,-0.21702,-0.88252,0.35332,-0.31778
0.94635,0.45824,-1.2947,-1.359,0.93202,-0.82502,0.85563,-0.67335,0.65893
-0.18929,0.36381,2.0513,0.10044,-0.027936,-0.17623,-0.61986,0.33719,0.84723
-0.78413,-0.32032,1.2942,0.87667,0.6222,-0.72951,0.086188,-0.30854,0.54039
0.22133,-0.93544,0.275,0.26213,0.4771,0.25512,-0.47421,0.37751,-0.79881
-0.30173,0.80178,0.041506,-0.80932,0.39237,0.14028,0.041912,0.19938,0.92957
-0.039395,0.67525,-0.84728,-1.7973,0.19563,-0.71581,-0.20195,0.1536,-0.45455
0.98535,0.95431,-1.0632,-0.25621,-0.67075,-0.15451,0.029757,-0.17807,0.047805
-0.8586,-0.84528,-0.39896,-0.70775,-0.93719,0.91347,0.49502,0.21305,0.0040898
-0.68192,-0.74141,1.8611,0.80218,-0.13421,-0.56022,0.055696,-0.85441,0.35202
-0.74036,0.86304,0.98612,0.53783,-0.82434,-0.020697,-0.36697,-0.37004,-0.18876
0.53854,1.0397,0.41772,0.72904,0.4388,0.66298,0.049449,0.92354,-0.74843
0.68686,0.39484,0.028,0.47942,0.19265,0.64666,-0.60963,0.54916,0.17545
0.23428,-0.37858,1.4169,0.13857,0.27548,-0.40015,-0.54359,-0.12576,0.54337
0.60949,-0.14061,-0.76027,-0.88189,-0.98118,-0.84311,0.58591,-0.0712,0.62224
0.69059,-0.79732,-0.68609,-0.14299,0.2595,0.84837,-0.76052,-0.76103,0.62922
-0.93136,1.0412,0.7474,0.10049,-0.8715,-0.14439,0.94948,-0.23899,-0.30969
0.46637,0.033129,-1.7212,-0.15312,0.63123,0.97979,0.60647,0.51006,-0.25968
-0.077325,0.9779,-0.31477,1.1321,-0.58626,1.0062,-0.74321,0.41617,-0.14078
0.27912,-0.79205,0.23453,0.18073,-0.3339,-0.41439,-0.13288,-0.26163,1.0702
-0.94004,-0.042009,0.56443,0.32533,-0.83082,0.46966,0.84784,0.61422,0.55257
0.49261,-0.27626,-1.3686,0.11011,0.92969,-0.12095,-0.35176,0.41635,0.8176
-0.90155,0.84422,0.51706,-0.2202,-0.2655,0.47525,0.031748,0.62004,-0.22752
1.0232,0.70914,-2.5176,-0.03066,-0.77339,0.51634,-0.83166,0.63259,0.26439
0.81359,-0.088163,-0.71936,-0.12951,-0.43666,-0.51455,-0.31605,0.21587,0.41565
0.94429,-0.43438,-1.6177,-1.922,0.62393,0.35917,-1.03,-0.21007,-0.75571
-0.81814,0.99422,0.13175,0.98091,0.062079,0.49874,-0.83209,-0.91115,0.14185
-0.50902,0.5696,1.7611,1.9844,-0.25284,-0.40552,0.48885,0.74846,0.95704
0.21708,0.72117,-2.6424,-1.0976,-0.34982,0.67975,0.89286,1.0178,0.59911
-0.56286,0.67254,-1.1943,-1.7816,-0.017828,-0.64009,-0.9363,-0.22678,-0.34907
-0.55078,0.91511,0.44675,-0.3662,0.78555,-0.83406,0.98863,-0.92201,-0.93642
-0.85743,-0.43646,1.5488,0.38623,0.67708,-0.5984,0.71985,-0.051197,-0.69534
-0.83809,-0.75934,-0.46375,-0.32726,-0.76854,1.0217,0.50721,0.90456,-0.2323
-0.8015,-0.80735,2.7459,1.6731,0.00085575,0.82033,-0.72131,0.58687,-0.69186
1.1313,0.25449,-1.7695,-0.52077,0.59623,-0.057908,-0.54823,-0.57395,-0.47653
0.17848,0.61437,2.5942,0.30095,-0.093205,-0.049803,-0.17796,0.98342,-0.92322
0.80362,0.99538,-0.57771,-1.2217,0.72177,0.59656,-0.83112,0.89359,-0.08466
-0.028033,0.16033,-0.22931,-0.75321,-0.93925,1.0268,0.14533,1.0708,-0.48039
-0.64106,-0.8738,2.2175,2.2548,0.11347,-0.71258,-0.67156,-0.53892,-0.28438
-0.84896,-0.72181,1.3856,1.7529,-0.94768,0.34717,0.41716,-0.68247,-0.80795
-0.12092,-0.44461,-2.1736,-0.61318,0.73391,-0.38964,0.092787,0.63319,0.14539
1.4084,0.33339,-0.76551,-1.6874,-0.08441,0.40995,-0.77926,0.94653,0.95001
-0.33836,0.74007,2.7488,0.95754,0.0040319,0.15754,-0.32875,-0.32679,0.11764
0.037971,-0.10659,1.403,1.2092,0.7731,-0.20334,-0.67401,0.1057,0.94098
-0.48073,-0.39357,0.7377,-0.054122,-0.15431,-0.21829,0.57638,-0.73096,0.36594
-0.094801,-0.075163,0.3997,0.53454,-0.78772,0.72264,0.81527,0.88875,0.58716
0.57845,0.31159,-3.2873,-2.5853,-0.34042,-0.2096,-0.39197,-0.86422,-0.62561
-0.27254,-0.94208,-1.0868,0.11938,0.97731,-0.33288,-0.50207,-0.98437,1.0016
-1.2191,-0.28029,0.12552,-0.0054994,0.78726,-0.92318,0.58099,-0.6428,0.75776
0.2046,-0.68574,-1.464,-0.91553,0.62387,0.60478,0.81367,-0.56635,-0.6862
0.84695,0.39179,-0.6693,0.46824,-0.68519,-0.34123,-0.67319,0.1564,-0.81463
1.1464,-0.36749,-1.4772,-0.86294,-0.19907,0.13262,0.78368,-0.82341,-0.40831
-0.33108,0.35175,0.25447,0.55036,-0.28166,0.72643,0.89589,0.9049,-0.33436
-0.16761,-0.33648,2.4428,2.0322,-0.98027,0.3606,-0.007847,0.90621,0.29217
-0.79499,0.10646,0.06443,-0.49387,-0.68247,0.63313,0.41586,0.78429,0.9295
0.1312,-0.41658,2.463,1.4321,0.86739,-0.68798,0.33795,0.42304,-0.28667
0.0051601,0.7004,1.28,1.4048,1.0527,1.0105,0.48491,0.93099,-0.13686
-0.2363,-0.061824,1.3705,0.33466,0.19324,0.721,1.0484,-0.73594,1.0355
-0.23883,-0.051649,3.8269,2.0506,-0.36397,-0.5479,-0.93816,-0.16485,0.84473
0.84512,-0.76971,-2.1675,-0.37856,-0.25169,0.92714,-0.068284,0.25031,-0.074206
0.90561,0.52243,0.81705,0.094933,-0.52058,0.013452,-0.89646,0.083397,-0.66454
